effort_id,gender,age,is_angler,fishing_days
150,Male,60,FALSE,0
151,Female,85,FALSE,0
152,Female,86,TRUE,24
153,Female,74,FALSE,0
154,Female,26,FALSE,0
155,Female,90,FALSE,0
156,Male,94,FALSE,0
157,Female,77,TRUE,19
158,Female,51,FALSE,0
159,Female,20,FALSE,0
160,Female,71,FALSE,0
161,Female,86,TRUE,23
162,Female,26,FALSE,0
163,Male,92,FALSE,0
164,Male,85,FALSE,0
165,Female,55,FALSE,0
166,Female,97,FALSE,0
167,Female,50,FALSE,0
168,Male,67,TRUE,35
169,Female,66,FALSE,0
170,Female,61,FALSE,0
171,Male,78,FALSE,0
172,Male,41,FALSE,0
173,Male,93,FALSE,0
174,Male,59,TRUE,23
175,Male,55,TRUE,20
176,Female,78,TRUE,18
177,Male,72,FALSE,0
178,Male,52,FALSE,0
179,Female,25,FALSE,0
180,Female,69,TRUE,15
181,Male,18,FALSE,0
182,Female,28,FALSE,0
183,Male,83,FALSE,0
184,Female,18,FALSE,0
185,Male,23,FALSE,0
186,Male,74,FALSE,0
187,Male,50,FALSE,0
188,Female,30,FALSE,0
189,Male,50,FALSE,0
190,Male,28,FALSE,0
191,Male,47,FALSE,0
192,Male,21,FALSE,0
193,Male,56,FALSE,0
194,Male,57,FALSE,0
195,Male,71,FALSE,0
196,Male,76,TRUE,27
197,Male,42,FALSE,0
198,Male,24,FALSE,0
199,Female,89,FALSE,0
200,Male,89,FALSE,0
201,Male,61,FALSE,0
202,Female,59,FALSE,0
203,Female,30,FALSE,0
204,Male,95,FALSE,0
205,Female,68,FALSE,0
206,Female,99,FALSE,0
207,Female,63,FALSE,0
208,Female,90,FALSE,0
209,Male,93,TRUE,44
210,Male,83,FALSE,0
211,Female,69,FALSE,0
212,Female,28,FALSE,0
213,Female,73,FALSE,0
214,Male,56,FALSE,0
215,Female,60,FALSE,0
216,Male,85,FALSE,0
217,Female,80,TRUE,19
218,Male,18,FALSE,0
219,Male,79,FALSE,0
220,Female,39,FALSE,0
221,Male,30,FALSE,0
222,Female,84,FALSE,0
223,Female,39,FALSE,0
224,Male,54,FALSE,0
225,Male,21,FALSE,0
226,Female,29,FALSE,0
227,Female,20,FALSE,0
228,Female,19,FALSE,0
229,Female,31,FALSE,0
230,Female,98,TRUE,15
231,Female,71,FALSE,0
232,Female,57,FALSE,0
233,Female,93,FALSE,0
234,Male,43,FALSE,0
235,Female,77,FALSE,0
236,Male,77,TRUE,31
237,Male,18,FALSE,0
238,Female,52,FALSE,0
239,Female,19,FALSE,0
240,Male,95,FALSE,0
241,Female,77,FALSE,0
242,Female,20,FALSE,0
243,Female,49,FALSE,0
244,Female,84,TRUE,23
245,Male,87,FALSE,0
246,Male,79,FALSE,0
247,Male,48,FALSE,0
248,Male,32,FALSE,0
249,Female,78,FALSE,0
250,Female,17,FALSE,0
251,Male,67,FALSE,0
252,Female,70,FALSE,0
253,Male,74,FALSE,0
254,Male,78,TRUE,34
255,Female,32,FALSE,0
256,Female,51,FALSE,0
257,Male,91,FALSE,0
258,Male,26,FALSE,0
259,Male,68,FALSE,0
260,Female,90,FALSE,0
261,Female,60,FALSE,0
262,Female,56,FALSE,0
263,Male,80,FALSE,0
264,Male,54,FALSE,0
265,Female,17,FALSE,0
266,Male,82,FALSE,0
267,Female,71,FALSE,0
268,Male,37,FALSE,0
269,Female,38,FALSE,0
270,Male,83,FALSE,0
271,Female,45,FALSE,0
272,Female,62,FALSE,0
273,Male,77,FALSE,0
274,Female,57,FALSE,0
275,Male,28,FALSE,0
276,Male,39,FALSE,0
277,Female,67,FALSE,0
278,Male,25,FALSE,0
279,Male,36,FALSE,0
280,Male,77,FALSE,0
281,Female,94,FALSE,0
282,Female,92,FALSE,0
283,Male,86,FALSE,0
284,Male,94,TRUE,30
285,Male,75,FALSE,0
286,Female,33,TRUE,6
287,Male,21,FALSE,0
288,Male,31,FALSE,0
289,Female,90,TRUE,20
290,Female,63,FALSE,0
291,Female,93,FALSE,0
292,Female,54,FALSE,0
293,Male,56,FALSE,0
294,Male,92,FALSE,0
295,Female,27,FALSE,0
296,Female,49,FALSE,0
297,Female,18,FALSE,0
298,Female,29,FALSE,0
299,Female,59,TRUE,13
300,Male,37,FALSE,0
301,Female,73,FALSE,0
302,Male,21,FALSE,0
303,Male,80,FALSE,0
304,Male,92,FALSE,0
305,Male,51,TRUE,19
306,Male,22,TRUE,13
307,Male,62,FALSE,0
308,Female,65,TRUE,20
309,Female,55,FALSE,0
310,Male,64,FALSE,0
311,Female,33,FALSE,0
312,Female,78,FALSE,0
313,Male,53,FALSE,0
314,Female,33,TRUE,13
315,Male,27,FALSE,0
316,Female,63,FALSE,0
317,Male,87,FALSE,0
318,Female,89,FALSE,0
319,Male,39,FALSE,0
320,Female,25,FALSE,0
321,Female,56,FALSE,0
322,Male,22,FALSE,0
323,Male,24,FALSE,0
324,Female,95,FALSE,0
325,Female,17,FALSE,0
326,Male,56,FALSE,0
327,Female,98,TRUE,26
328,Male,66,FALSE,0
329,Male,87,TRUE,25
330,Female,23,FALSE,0
331,Female,66,FALSE,0
332,Male,16,FALSE,0
333,Male,78,FALSE,0
334,Male,42,FALSE,0
335,Female,25,FALSE,0
336,Female,70,FALSE,0
337,Male,36,FALSE,0
338,Female,82,TRUE,20
339,Female,88,FALSE,0
340,Male,98,TRUE,33
341,Female,84,FALSE,0
342,Male,65,FALSE,0
343,Female,65,FALSE,0
344,Male,38,FALSE,0
345,Male,93,FALSE,0
346,Female,61,FALSE,0
347,Male,60,FALSE,0
348,Male,80,FALSE,0
349,Male,22,FALSE,0
350,Female,45,FALSE,0
351,Male,98,FALSE,0
352,Male,51,FALSE,0
353,Male,42,FALSE,0
354,Female,59,FALSE,0
355,Male,32,FALSE,0
356,Female,76,FALSE,0
357,Male,72,FALSE,0
358,Male,62,FALSE,0
359,Male,17,TRUE,19
360,Female,63,FALSE,0
361,Male,65,TRUE,24
362,Male,69,FALSE,0
363,Female,82,FALSE,0
364,Female,68,FALSE,0
365,Female,20,FALSE,0
366,Female,24,FALSE,0
367,Female,89,FALSE,0
368,Female,39,FALSE,0
369,Female,80,FALSE,0
370,Male,73,FALSE,0
371,Female,68,FALSE,0
372,Female,69,FALSE,0
373,Female,82,FALSE,0
374,Female,62,FALSE,0
375,Female,47,FALSE,0
376,Male,46,FALSE,0
377,Female,86,FALSE,0
378,Male,22,FALSE,0
379,Female,93,FALSE,0
380,Male,31,FALSE,0
381,Female,22,FALSE,0
382,Male,38,TRUE,27
383,Male,72,FALSE,0
384,Female,93,FALSE,0
385,Female,62,FALSE,0
386,Female,56,TRUE,14
387,Male,46,FALSE,0
388,Male,25,FALSE,0
389,Female,25,FALSE,0
390,Female,99,TRUE,25
391,Female,54,FALSE,0
392,Male,86,TRUE,29
393,Male,86,FALSE,0
394,Male,29,FALSE,0
395,Female,68,TRUE,15
396,Male,89,FALSE,0
397,Female,83,FALSE,0
398,Male,99,FALSE,0
399,Female,91,FALSE,0
400,Female,20,FALSE,0
401,Male,21,FALSE,0
402,Male,96,FALSE,0
403,Female,89,FALSE,0
404,Female,80,FALSE,0
405,Female,63,FALSE,0
406,Female,41,FALSE,0
407,Male,47,FALSE,0
408,Male,22,FALSE,0
409,Male,98,TRUE,34
410,Male,30,FALSE,0
411,Male,66,FALSE,0
412,Female,18,FALSE,0
413,Female,90,TRUE,24
414,Female,40,FALSE,0
415,Male,47,FALSE,0
416,Female,94,FALSE,0
417,Female,52,FALSE,0
418,Female,26,FALSE,0
419,Male,55,FALSE,0
420,Female,76,FALSE,0
421,Male,55,FALSE,0
422,Female,38,FALSE,0
423,Male,28,FALSE,0
424,Female,96,FALSE,0
425,Male,21,FALSE,0
426,Male,56,TRUE,24
427,Male,65,TRUE,29
428,Male,38,FALSE,0
429,Female,30,FALSE,0
430,Male,20,FALSE,0
431,Female,28,FALSE,0
432,Male,98,FALSE,0
433,Male,16,FALSE,0
434,Female,48,FALSE,0
435,Female,85,FALSE,0
436,Female,74,FALSE,0
437,Female,46,TRUE,14
438,Male,81,TRUE,34
439,Female,89,FALSE,0
440,Female,64,FALSE,0
441,Male,88,TRUE,40
442,Female,79,FALSE,0
443,Male,17,FALSE,0
444,Male,65,FALSE,0
445,Male,99,TRUE,42
446,Female,93,FALSE,0
447,Female,26,FALSE,0
448,Male,46,FALSE,0
449,Male,65,TRUE,36
450,Male,24,FALSE,0
451,Female,80,TRUE,24
452,Male,95,FALSE,0
453,Male,48,FALSE,0
454,Male,34,FALSE,0
455,Female,29,FALSE,0
456,Male,59,TRUE,25
457,Male,32,FALSE,0
458,Female,43,TRUE,3
459,Female,24,FALSE,0
460,Female,60,FALSE,0
461,Male,78,TRUE,28
462,Female,78,FALSE,0
463,Male,95,TRUE,37
464,Male,79,FALSE,0
465,Male,69,FALSE,0
466,Male,19,FALSE,0
467,Male,71,FALSE,0
468,Female,56,FALSE,0
469,Female,38,FALSE,0
470,Female,57,TRUE,18
471,Male,85,FALSE,0
472,Female,94,FALSE,0
473,Female,48,FALSE,0
474,Male,76,FALSE,0
475,Male,60,FALSE,0
476,Male,41,FALSE,0
477,Male,50,FALSE,0
478,Female,32,FALSE,0
479,Male,79,FALSE,0
480,Female,51,FALSE,0
481,Female,29,FALSE,0
482,Male,24,FALSE,0
483,Male,28,FALSE,0
484,Female,20,FALSE,0
485,Male,53,FALSE,0
486,Male,85,TRUE,30
487,Female,27,FALSE,0
488,Female,95,FALSE,0
489,Male,37,FALSE,0
490,Male,38,FALSE,0
491,Male,44,FALSE,0
492,Male,82,FALSE,0
493,Male,77,TRUE,33
494,Female,95,FALSE,0
495,Male,90,FALSE,0
496,Female,19,FALSE,0
497,Female,51,FALSE,0
498,Male,61,FALSE,0
499,Female,80,FALSE,0
500,Female,95,FALSE,0
501,Female,57,TRUE,14
502,Male,31,FALSE,0
503,Male,71,FALSE,0
504,Male,38,FALSE,0
505,Male,51,FALSE,0
506,Male,24,FALSE,0
507,Female,74,FALSE,0
508,Male,57,TRUE,18
509,Female,62,FALSE,0
510,Male,42,FALSE,0
511,Female,59,FALSE,0
512,Female,61,FALSE,0
513,Female,60,FALSE,0
514,Female,58,FALSE,0
515,Female,70,FALSE,0
516,Female,89,FALSE,0
517,Female,79,TRUE,15
518,Male,41,FALSE,0
519,Male,78,TRUE,26
520,Female,96,FALSE,0
521,Female,57,FALSE,0
522,Female,47,FALSE,0
523,Female,56,FALSE,0
524,Male,78,FALSE,0
525,Male,62,FALSE,0
526,Female,64,FALSE,0
527,Male,41,FALSE,0
528,Female,19,FALSE,0
529,Male,93,FALSE,0
530,Female,88,FALSE,0
531,Female,36,FALSE,0
532,Male,45,FALSE,0
533,Female,91,FALSE,0
534,Male,51,FALSE,0
535,Male,51,FALSE,0
536,Male,69,FALSE,0
537,Female,24,FALSE,0
538,Female,60,FALSE,0
539,Male,33,FALSE,0
540,Male,56,TRUE,19
541,Female,57,FALSE,0
542,Male,70,TRUE,34
543,Female,84,FALSE,0
544,Male,22,FALSE,0
545,Male,18,FALSE,0
546,Male,82,TRUE,30
547,Female,61,FALSE,0
548,Male,40,TRUE,25
549,Female,38,FALSE,0
550,Male,18,FALSE,0
551,Male,74,FALSE,0
552,Female,66,FALSE,0
553,Male,95,FALSE,0
554,Male,79,FALSE,0
555,Female,31,FALSE,0
556,Male,88,TRUE,32
557,Male,27,FALSE,0
558,Female,67,FALSE,0
559,Male,36,FALSE,0
560,Male,65,FALSE,0
561,Female,80,FALSE,0
562,Female,74,FALSE,0
563,Female,51,FALSE,0
564,Female,99,FALSE,0
565,Male,35,FALSE,0
566,Male,39,FALSE,0
567,Male,87,FALSE,0
568,Male,30,FALSE,0
569,Female,54,FALSE,0
570,Female,33,FALSE,0
571,Female,51,FALSE,0
572,Female,64,FALSE,0
573,Female,72,FALSE,0
574,Male,44,FALSE,0
575,Male,93,FALSE,0
576,Male,75,FALSE,0
577,Male,80,TRUE,25
578,Female,26,FALSE,0
579,Female,85,FALSE,0
580,Male,68,FALSE,0
581,Female,36,FALSE,0
582,Male,91,FALSE,0
583,Female,83,FALSE,0
584,Female,64,FALSE,0
585,Male,70,FALSE,0
586,Male,97,TRUE,29
587,Female,43,FALSE,0
588,Female,18,FALSE,0
589,Female,19,FALSE,0
590,Male,30,FALSE,0
591,Female,35,FALSE,0
592,Male,89,TRUE,37
593,Male,25,FALSE,0
594,Male,81,FALSE,0
595,Male,57,TRUE,27
596,Male,21,FALSE,0
597,Female,78,FALSE,0
598,Male,68,FALSE,0
599,Female,89,TRUE,26
600,Male,70,FALSE,0
601,Male,95,FALSE,0
602,Female,89,FALSE,0
603,Male,57,FALSE,0
604,Female,69,FALSE,0
605,Female,16,FALSE,0
606,Female,42,FALSE,0
607,Female,27,FALSE,0
608,Male,20,FALSE,0
609,Male,76,FALSE,0
610,Male,63,FALSE,0
611,Male,43,FALSE,0
612,Female,91,FALSE,0
613,Female,65,FALSE,0
614,Male,81,TRUE,25
615,Male,44,FALSE,0
616,Male,48,FALSE,0
617,Male,71,FALSE,0
618,Male,29,FALSE,0
619,Female,62,FALSE,0
620,Male,97,FALSE,0
621,Female,81,FALSE,0
622,Female,35,FALSE,0
623,Female,27,FALSE,0
624,Female,25,FALSE,0
625,Male,43,FALSE,0
626,Male,89,FALSE,0
627,Male,78,FALSE,0
628,Female,44,FALSE,0
629,Female,52,FALSE,0
630,Female,66,FALSE,0
631,Male,65,TRUE,35
632,Male,39,FALSE,0
633,Male,21,FALSE,0
634,Male,66,TRUE,30
635,Male,72,FALSE,0
636,Male,95,FALSE,0
637,Female,49,FALSE,0
638,Female,38,FALSE,0
639,Male,47,FALSE,0
640,Male,97,FALSE,0
641,Female,90,TRUE,17
642,Female,75,FALSE,0
643,Male,51,FALSE,0
644,Female,57,TRUE,15
645,Female,77,FALSE,0
646,Female,82,FALSE,0
647,Male,31,FALSE,0
648,Female,23,FALSE,0
649,Female,27,FALSE,0
650,Male,48,FALSE,0
651,Male,61,FALSE,0
652,Male,22,FALSE,0
653,Male,81,FALSE,0
654,Female,40,FALSE,0
655,Female,81,FALSE,0
656,Female,93,TRUE,19
657,Female,23,FALSE,0
658,Male,43,FALSE,0
659,Female,92,FALSE,0
660,Male,32,FALSE,0
661,Female,17,FALSE,0
662,Male,97,FALSE,0
663,Male,21,FALSE,0
664,Male,75,FALSE,0
665,Female,90,FALSE,0
666,Male,81,FALSE,0
667,Male,73,FALSE,0
668,Female,68,FALSE,0
669,Male,92,TRUE,36
670,Male,43,FALSE,0
671,Male,87,FALSE,0
672,Male,76,FALSE,0
673,Female,98,FALSE,0
674,Female,30,FALSE,0
675,Male,74,FALSE,0
676,Female,81,FALSE,0
677,Male,87,FALSE,0
678,Male,83,FALSE,0
679,Female,28,FALSE,0
680,Male,97,TRUE,46
681,Male,38,FALSE,0
682,Male,88,FALSE,0
683,Male,34,FALSE,0
684,Male,35,FALSE,0
685,Male,24,FALSE,0
686,Female,64,FALSE,0
687,Female,59,FALSE,0
688,Male,56,FALSE,0
689,Female,76,TRUE,15
690,Female,23,FALSE,0
691,Female,80,FALSE,0
692,Female,86,FALSE,0
693,Female,94,FALSE,0
694,Male,62,TRUE,23
695,Female,36,FALSE,0
696,Male,52,FALSE,0
697,Male,73,FALSE,0
698,Female,64,FALSE,0
699,Male,98,FALSE,0
700,Female,94,FALSE,0
701,Male,33,FALSE,0
702,Female,18,FALSE,0
703,Male,24,FALSE,0
704,Male,58,FALSE,0
705,Male,52,FALSE,0
706,Female,88,FALSE,0
707,Male,21,FALSE,0
708,Male,18,FALSE,0
709,Male,60,FALSE,0
710,Female,24,FALSE,0
711,Male,23,FALSE,0
712,Male,28,FALSE,0
713,Male,77,FALSE,0
714,Male,73,FALSE,0
715,Male,99,FALSE,0
716,Female,34,FALSE,0
717,Male,83,FALSE,0
718,Male,91,FALSE,0
719,Male,24,FALSE,0
720,Male,87,TRUE,35
721,Female,44,FALSE,0
722,Female,99,FALSE,0
723,Male,69,FALSE,0
724,Male,84,FALSE,0
725,Male,22,FALSE,0
726,Male,61,FALSE,0
727,Male,79,FALSE,0
728,Male,88,FALSE,0
729,Female,44,FALSE,0
730,Male,40,FALSE,0
731,Male,46,FALSE,0
732,Male,80,FALSE,0
733,Female,98,TRUE,25
734,Male,98,TRUE,16
735,Female,48,FALSE,0
736,Female,62,FALSE,0
737,Male,85,FALSE,0
738,Female,39,FALSE,0
739,Male,61,FALSE,0
740,Male,52,FALSE,0
741,Female,63,FALSE,0
742,Female,60,FALSE,0
743,Female,29,FALSE,0
744,Male,52,FALSE,0
745,Female,47,FALSE,0
746,Male,60,TRUE,28
747,Male,90,FALSE,0
748,Female,38,FALSE,0
749,Female,75,FALSE,0
750,Male,71,FALSE,0
751,Female,84,FALSE,0
752,Male,46,TRUE,21
753,Female,48,FALSE,0
754,Male,72,FALSE,0
755,Male,71,TRUE,22
756,Male,89,FALSE,0
757,Male,82,FALSE,0
758,Female,44,TRUE,9
759,Female,94,TRUE,25
760,Male,72,TRUE,38
761,Female,61,FALSE,0
762,Male,66,FALSE,0
763,Female,88,FALSE,0
764,Female,78,FALSE,0
765,Female,99,FALSE,0
766,Male,45,TRUE,20
767,Male,32,FALSE,0
768,Female,45,FALSE,0
769,Female,39,FALSE,0
770,Male,42,TRUE,31
771,Male,21,FALSE,0
772,Male,22,FALSE,0
773,Female,47,FALSE,0
774,Female,20,FALSE,0
775,Female,43,FALSE,0
776,Female,62,FALSE,0
777,Female,70,FALSE,0
778,Female,52,FALSE,0
779,Female,88,FALSE,0
780,Female,97,FALSE,0
781,Male,68,TRUE,28
782,Female,89,FALSE,0
783,Female,94,TRUE,27
784,Female,63,FALSE,0
785,Female,99,FALSE,0
786,Female,63,FALSE,0
787,Female,51,TRUE,12
788,Female,51,FALSE,0
789,Male,61,FALSE,0
790,Female,19,FALSE,0
791,Female,40,FALSE,0
792,Female,58,TRUE,13
793,Female,25,FALSE,0
794,Male,86,FALSE,0
795,Female,92,FALSE,0
796,Female,47,FALSE,0
797,Female,37,FALSE,0
798,Male,43,FALSE,0
799,Female,85,FALSE,0
800,Female,94,TRUE,23
801,Female,78,FALSE,0
802,Female,82,FALSE,0
803,Male,97,FALSE,0
804,Male,74,FALSE,0
805,Male,60,FALSE,0
806,Male,91,FALSE,0
807,Female,72,FALSE,0
808,Female,41,FALSE,0
809,Male,22,TRUE,15
810,Male,99,FALSE,0
811,Male,73,FALSE,0
812,Female,74,FALSE,0
813,Male,82,FALSE,0
814,Male,36,FALSE,0
815,Female,85,FALSE,0
816,Female,23,FALSE,0
817,Male,76,TRUE,33
818,Male,88,FALSE,0
819,Male,20,FALSE,0
820,Female,28,FALSE,0
821,Male,88,FALSE,0
822,Male,69,FALSE,0
823,Female,32,FALSE,0
824,Female,36,FALSE,0
825,Male,68,TRUE,28
826,Female,89,FALSE,0
827,Female,64,FALSE,0
828,Male,20,FALSE,0
829,Female,92,FALSE,0
830,Female,66,FALSE,0
831,Male,18,FALSE,0
832,Male,23,FALSE,0
833,Male,84,FALSE,0
834,Male,41,FALSE,0
835,Male,84,TRUE,32
836,Female,52,FALSE,0
837,Female,26,FALSE,0
838,Female,30,FALSE,0
839,Male,32,FALSE,0
840,Male,90,FALSE,0
841,Male,49,FALSE,0
842,Male,23,FALSE,0
843,Male,82,FALSE,0
844,Female,16,FALSE,0
845,Male,53,FALSE,0
846,Female,65,FALSE,0
847,Female,42,FALSE,0
848,Female,86,FALSE,0
849,Female,34,FALSE,0
850,Male,20,FALSE,0
851,Female,80,FALSE,0
852,Male,99,FALSE,0
853,Male,51,FALSE,0
854,Male,19,FALSE,0
855,Male,82,FALSE,0
856,Female,66,FALSE,0
857,Female,28,FALSE,0
858,Male,26,FALSE,0
859,Female,61,TRUE,14
860,Male,28,FALSE,0
861,Female,29,FALSE,0
862,Female,97,FALSE,0
863,Male,74,FALSE,0
864,Male,78,FALSE,0
865,Male,56,FALSE,0
866,Male,39,TRUE,21
867,Female,25,FALSE,0
868,Female,49,FALSE,0
869,Female,33,FALSE,0
870,Female,73,FALSE,0
871,Male,54,FALSE,0
872,Male,71,FALSE,0
873,Female,38,FALSE,0
874,Male,44,FALSE,0
875,Male,53,FALSE,0
876,Female,70,FALSE,0
877,Female,34,FALSE,0
878,Male,19,FALSE,0
879,Male,33,FALSE,0
880,Male,18,FALSE,0
881,Female,33,FALSE,0
882,Male,61,FALSE,0
883,Male,70,TRUE,36
884,Male,39,FALSE,0
885,Female,24,FALSE,0
886,Female,30,FALSE,0
887,Female,99,TRUE,26
888,Female,76,FALSE,0
889,Male,39,FALSE,0
890,Female,52,FALSE,0
891,Female,76,FALSE,0
892,Male,58,FALSE,0
893,Male,82,FALSE,0
894,Female,59,FALSE,0
895,Male,84,FALSE,0
896,Male,35,FALSE,0
897,Female,44,TRUE,13
898,Female,26,FALSE,0
899,Female,78,FALSE,0
900,Male,61,FALSE,0
901,Female,43,FALSE,0
902,Female,87,FALSE,0
903,Male,55,FALSE,0
904,Female,20,FALSE,0
905,Male,74,TRUE,18
906,Male,56,FALSE,0
907,Female,41,FALSE,0
908,Male,71,FALSE,0
909,Female,68,FALSE,0
910,Female,49,FALSE,0
911,Female,50,FALSE,0
912,Female,51,FALSE,0
913,Male,45,TRUE,18
914,Female,93,FALSE,0
915,Male,78,FALSE,0
916,Male,92,FALSE,0
917,Male,82,FALSE,0
918,Male,59,FALSE,0
919,Male,96,TRUE,30
920,Male,49,FALSE,0
921,Male,19,FALSE,0
922,Male,32,FALSE,0
923,Male,33,FALSE,0
924,Female,44,TRUE,15
925,Male,89,FALSE,0
926,Female,94,FALSE,0
927,Female,34,FALSE,0
928,Female,94,FALSE,0
929,Female,86,FALSE,0
930,Male,49,FALSE,0
931,Male,65,FALSE,0
932,Female,75,FALSE,0
933,Female,17,FALSE,0
934,Female,63,FALSE,0
935,Male,84,FALSE,0
936,Female,60,FALSE,0
937,Male,38,FALSE,0
938,Male,46,FALSE,0
939,Male,61,FALSE,0
940,Male,63,FALSE,0
941,Female,46,FALSE,0
942,Male,31,FALSE,0
943,Female,33,FALSE,0
944,Female,49,FALSE,0
945,Female,83,FALSE,0
946,Male,97,TRUE,27
947,Female,36,FALSE,0
948,Male,25,FALSE,0
949,Female,66,FALSE,0
950,Female,30,FALSE,0
951,Female,63,FALSE,0
952,Male,34,FALSE,0
953,Female,25,FALSE,0
954,Female,82,TRUE,21
955,Female,22,FALSE,0
956,Male,65,FALSE,0
957,Male,44,FALSE,0
958,Male,56,FALSE,0
959,Male,17,FALSE,0
960,Male,84,FALSE,0
961,Female,88,FALSE,0
962,Male,35,FALSE,0
963,Female,96,FALSE,0
964,Female,63,FALSE,0
965,Female,72,FALSE,0
966,Male,56,FALSE,0
967,Female,47,FALSE,0
968,Female,82,FALSE,0
969,Male,60,FALSE,0
970,Male,98,FALSE,0
971,Male,72,FALSE,0
972,Female,70,FALSE,0
973,Female,82,FALSE,0
974,Female,91,TRUE,26
975,Male,75,FALSE,0
976,Female,88,FALSE,0
977,Female,35,FALSE,0
978,Female,95,TRUE,27
979,Male,21,FALSE,0
980,Male,97,FALSE,0
981,Male,32,FALSE,0
982,Male,65,FALSE,0
983,Female,36,FALSE,0
984,Male,31,FALSE,0
985,Female,22,FALSE,0
986,Male,94,TRUE,34
987,Male,35,FALSE,0
988,Female,23,FALSE,0
989,Female,92,TRUE,16
990,Male,64,FALSE,0
991,Female,92,FALSE,0
992,Female,50,FALSE,0
993,Female,72,FALSE,0
994,Male,33,FALSE,0
995,Male,86,FALSE,0
996,Male,30,FALSE,0
997,Female,69,FALSE,0
